SI,Name,Manufacturer,Location,Fuel_Type,Transmission,Owner_Type,Engine CC,Power,Seats,Mileage Km/L,Price,Year,Kilometers_Driven
5099,Maruti Alto K10 2010-2014 VXI,Maruti,Coimbatore,Petrol,Manual,First,998,67.1,5,20.92,2.81,2012,65349
5100,Audi A4 1.8 TFSI Technology Edition,Audi,Hyderabad,Petrol,Automatic,First,1798,167.62,5,15.64,17.5,2012,80000
5101,Maruti Swift VXi BSIV,Maruti,Mumbai,Petrol,Manual,First,1197,85,5,16.1,3.3,2012,61000
5102,Maruti Wagon R VXI,Maruti,Kochi,Petrol,Manual,First,998,67.04,5,22.5,5.34,2019,31817
5103,Skoda Rapid 1.5 TDI Ambition,Skoda,Hyderabad,Diesel,Manual,First,1498,103.52,5,21.14,8.5,2016,41000
5104,Honda Jazz S,Honda,Kochi,Petrol,Manual,Second,1198,90,5,16,2.69,2010,82606
5105,Mahindra XUV500 W10 2WD,Mahindra,Ahmedabad,Diesel,Manual,First,2179,140,7,16,11.5,2015,52000
5106,Maruti Ritz VXi,Maruti,Coimbatore,Petrol,Manual,First,1197,85.8,5,18.5,4.06,2011,50318
5107,Mercedes-Benz GLE 250d,MercedesBenz,Hyderabad,Diesel,Automatic,First,2143,201.15,5,17.9,49,2016,50000
5108,Skoda Rapid 1.6 TDI Ambition,Skoda,Bangalore,Diesel,Manual,First,1598,103.5,5,20.5,4.6,2012,72000
5109,Hyundai Grand i10 CRDi Magna,Hyundai,Delhi,Diesel,Manual,First,1120,70,5,24,3.96,2015,63776
5110,Hyundai Elite i20 Petrol Asta,Hyundai,Mumbai,Petrol,Manual,First,1197,81.86,5,18.6,5.6,2015,28133
5111,Tata Zest Quadrajet 1.3 75PS XE,Tata,Kolkata,Diesel,Manual,First,1248,74,5,22.95,3.75,2017,45000
5112,Hyundai i20 Magna 1.4 CRDi,Hyundai,Jaipur,Diesel,Manual,First,1396,88.73,5,22.54,5.5,2015,55697
5113,Skoda Rapid 1.6 TDI Elegance,Skoda,Delhi,Diesel,Manual,Second,1598,103.5,5,20.5,3,2012,62000
5114,Fiat Linea Emotion,Fiat,Mumbai,Petrol,Manual,First,1368,90,5,16,3,2011,48000
5115,Maruti Swift VXI BSIII W/ ABS,Maruti,Pune,Petrol,Manual,First,1298,88.2,5,16.1,2.95,2010,90246
5116,Tata Indica V2 2001-2011 eLS,Tata,Hyderabad,Diesel,Manual,First,1396,69,5,25,2.45,2015,80500
5117,Mercedes-Benz New C-Class C 220 CDI Elegance AT,MercedesBenz,Pune,Diesel,Automatic,First,2143,170,5,14.84,13.99,2012,119000
5118,Mercedes-Benz GLE 350d,MercedesBenz,Bangalore,Diesel,Automatic,First,2987,254.79,5,11.57,60.75,2016,28541
5119,Hyundai Santro Xing XP,Hyundai,Kolkata,Petrol,Manual,Second,1086,74,5,0,1.17,2008,45500
5120,Honda City V MT AVN,Honda,Chennai,Petrol,Manual,Second,1497,116.3,5,16.8,4.5,2012,41000
5121,Hyundai i20 Magna,Hyundai,Mumbai,Petrol,Manual,Second,1197,80,5,18.5,2.5,2010,58000
5122,Toyota Fortuner 4x2 Manual,Toyota,Chennai,Diesel,Manual,First,2982,168.5,7,13,20.5,2015,99000
5123,Hyundai Grand i10 Magna,Hyundai,Delhi,Petrol,Manual,First,1197,82,5,18.9,3.9,2014,31200
5124,Volkswagen Jetta 2007-2011 2.0 TDI Comfortline,Volkswagen,Chennai,Diesel,Manual,Second,1896,105,5,15,3.5,2009,85000
5125,Ford EcoSport 1.5 Ti VCT AT Titanium,Ford,Hyderabad,Petrol,Automatic,First,1499,110.4,5,15.63,8.3,2016,60924
5126,Hyundai EON Magna Plus,Hyundai,Chennai,Petrol,Manual,First,814,55.2,5,21.1,2.5,2012,45000
5127,Nissan Micra XV CVT,Nissan,Kolkata,Petrol,Automatic,First,1198,75.94,5,19.15,2.65,2011,44000
5128,Honda Jazz 1.2 V CVT i VTEC,Honda,Kochi,Petrol,Automatic,First,1199,88.7,5,19,7.42,2016,30534
5129,Volkswagen Polo 1.2 MPI Trendline,Volkswagen,Kochi,Petrol,Manual,First,1198,74,5,16.47,4.63,2016,46399
5130,Maruti Alto LXi,Maruti,Kolkata,Petrol,Manual,First,796,46.3,5,19.7,1.09,2008,42000
5131,Hyundai Verna 1.6 SX,Hyundai,Delhi,Diesel,Manual,First,1582,126.32,5,22.32,3.8,2011,67000
5132,Mercedes-Benz E-Class 2009-2013 E 220 CDI Avantgarde,MercedesBenz,Mumbai,Diesel,Automatic,First,2148,170,5,10,15.75,2013,58000
5133,Tata Zest Revotron 1.2 XT,Tata,Coimbatore,Petrol,Manual,First,1193,88.7,5,17.57,5.27,2015,27000
5134,Honda Brio S Option MT,Honda,Mumbai,Petrol,Manual,Second,1198,86.8,5,18.4,2.75,2012,39566
5135,Honda Jazz VX Diesel,Honda,Chennai,Diesel,Manual,First,1498,98.6,5,27.3,7.4,2016,14980
5136,Maruti Alto K10 VXI AGS,Maruti,Jaipur,Petrol,Automatic,First,998,67.1,5,24.07,3.9,2017,18491
5137,Maruti Zen VXi - BS III,Maruti,Jaipur,Petrol,Manual,Second,993,60,5,17.3,0.7,2000,90000
5138,Hyundai i20 Sportz 1.4 CRDi,Hyundai,Pune,Diesel,Manual,First,1396,88.73,5,22.54,5.9,2015,118211
5139,Maruti SX4 S Cross DDiS 320 Zeta,Maruti,Coimbatore,Diesel,Manual,First,1598,118,5,22.7,9.58,2016,63316
5140,Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,MercedesBenz,Delhi,Diesel,Automatic,First,2143,203,5,14.21,24.95,2014,42000
5141,Chevrolet Enjoy Petrol LS 7 Seater,Chevrolet,Kochi,Petrol,Manual,First,1399,98.82,7,13.7,4.29,2015,25648
5142,Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,MercedesBenz,Delhi,Diesel,Automatic,Second,2143,203,5,14.21,11.5,2011,67612
5143,Mahindra XUV500 W4,Mahindra,Mumbai,Diesel,Manual,First,2179,140,7,16,9.65,2016,33000
5144,Hyundai i10 Sportz,Hyundai,Mumbai,Petrol,Manual,First,1197,78.9,5,20.36,3.75,2015,20000
5145,Hyundai Getz 1.3 GLS,Hyundai,Pune,Petrol,Manual,Second,1341,82.9,5,14.2,1.1,2007,143000
5146,Audi Q7 3.0 TDI quattro,Audi,Coimbatore,Diesel,Automatic,First,2967,241.4,7,12.07,31.41,2014,118218
5147,Mahindra Scorpio SLE BSIV,Mahindra,Pune,Diesel,Manual,Third,2179,120,8,12.05,6,2012,99000
5148,Honda Jazz 1.2 SV i VTEC,Honda,Pune,Petrol,Manual,First,1199,88.7,5,18.7,5.55,2016,22700
5149,Tata Safari Storme 2012-2015 EX,Tata,Jaipur,Diesel,Manual,First,2179,138.1,7,14,10.91,2017,28000
5150,Mahindra XUV500 W6 2WD,Mahindra,Kolkata,Diesel,Manual,First,2179,140,7,15.1,7.25,2014,62000
5151,Volkswagen Polo Diesel Comfortline 1.2L,Volkswagen,Hyderabad,Diesel,Manual,First,1199,73.9,5,22.07,3.9,2012,107023
5152,Maruti Swift Dzire ZDi,Maruti,Delhi,Diesel,Manual,First,1248,73.9,5,19.3,3.95,2012,71082
5153,Audi Q3 2.0 TDI,Audi,Mumbai,Diesel,Automatic,First,1968,174.33,5,15.73,22,2013,60000
5154,Maruti Celerio ZXI,Maruti,Delhi,Petrol,Manual,First,998,67.04,5,23.1,3.38,2014,21701
5155,Honda City V MT Exclusive,Honda,Mumbai,Petrol,Manual,First,1497,116.3,5,16.8,3.45,2011,56000
5156,Hyundai i20 1.2 Spotz,Hyundai,Delhi,Petrol,Manual,First,1197,81.83,5,18.6,5.75,2016,32450
5157,Renault KWID RXT,Renault,Jaipur,Petrol,Manual,First,799,53.3,5,25.17,2.75,2016,12500
5158,Mercedes-Benz CLA 200 CDI Sport,MercedesBenz,Kochi,Diesel,Automatic,First,2143,136,5,17.9,30.3,2019,20483
5159,Ford Ecosport 1.5 DV5 MT Titanium,Ford,Hyderabad,Diesel,Manual,First,1498,89.84,5,22.7,7.5,2014,45800
5160,Hyundai i20 Asta 1.2,Hyundai,Coimbatore,Petrol,Manual,First,1197,81.83,5,18.6,6.87,2015,35441
5161,Toyota Innova 2.5 ZX Diesel 7 Seater,Toyota,Bangalore,Diesel,Manual,First,2494,100.6,7,12.99,15.2,2015,86398
5162,Nissan Sunny 2011-2014 Diesel XL,Nissan,Chennai,Diesel,Manual,First,1461,84.8,5,21.64,3.5,2012,150000
5163,Maruti Swift VDI BSIV,Maruti,Hyderabad,Diesel,Manual,First,1248,74,5,25.2,5.85,2014,89000
5164,Maruti A-Star Vxi,Maruti,Hyderabad,Petrol,Manual,First,998,66.1,5,19,2.5,2010,68375
5165,Maruti Swift ZXI,Maruti,Pune,Petrol,Manual,First,1197,85.8,5,18.6,3.95,2013,52000
5166,Mercedes-Benz CLA 200 CDI Sport,MercedesBenz,Jaipur,Diesel,Automatic,First,2143,136,5,17.9,27,2017,39000
5167,Maruti Ertiga ZXI,Maruti,Bangalore,Petrol,Manual,Second,1373,93.7,7,16.02,6.75,2014,68000
5168,Maruti Wagon R LXI,Maruti,Jaipur,Petrol,Manual,Second,998,67.1,5,18.9,1.5,2007,71000
5169,Volkswagen Polo Diesel Trendline 1.2L,Volkswagen,Hyderabad,Diesel,Manual,First,1199,73.9,5,22.07,3.9,2012,72003
5170,Ford Ecosport 1.5 DV5 MT Titanium Optional,Ford,Hyderabad,Diesel,Manual,First,1498,89.84,5,22.7,6.55,2014,135670
5171,Honda City i DTEC VX,Honda,Kochi,Diesel,Manual,First,1498,98.6,5,25.1,9.44,2017,65850
5172,Toyota Corolla Altis 1.8 GL,Toyota,Coimbatore,Petrol,Manual,First,1798,138.03,5,14.28,10.77,2015,53920
5173,Mahindra XUV500 W8 2WD,Mahindra,Ahmedabad,Diesel,Manual,First,2179,140,7,15.1,7.5,2014,58000
5174,Maruti Alto 800 2016-2019 VXI,Maruti,Kolkata,Petrol,Manual,First,796,47.3,5,24.7,3,2016,4000
5175,BMW 5 Series 530d M Sport,BMW,Chennai,Diesel,Automatic,First,2993,265,5,18.59,11.75,2010,58000
5176,Hyundai EON D Lite Plus,Hyundai,Kochi,Petrol,Manual,First,814,55.2,5,21.1,3.29,2016,29832
5177,Maruti Swift Dzire VDI,Maruti,Chennai,Diesel,Manual,First,1248,74,5,26.59,6.5,2016,71156
5178,Maruti Celerio CNG VXI MT,Maruti,Delhi,CNG,Manual,First,998,58.33,5,31.79,3.8,2015,64687
5179,Audi A4 2.0 TDI,Audi,Hyderabad,Diesel,Automatic,First,1968,147.51,5,16.55,18,2011,54000
5180,Skoda Superb Elegance 1.8 TSI AT,Skoda,Bangalore,Petrol,Automatic,Second,1798,157.75,5,13.7,4.95,2009,75000
5181,Tata Zest Revotron 1.2T XM,Tata,Kochi,Petrol,Manual,First,1193,88.7,5,17.57,4.52,2015,39208
5182,Force One LX ABS 7 Seating,Force,Kolkata,Diesel,Manual,First,2149,139.07,7,17,8,2014,41000
5183,Honda City i-VTEC VX,Honda,Coimbatore,Petrol,Manual,First,1497,117.3,5,17.4,6.26,2013,38622
5184,Nissan Sunny 2011-2014 XV,Nissan,Chennai,Petrol,Manual,First,1498,97.7,5,16.95,7.5,2016,18000
5186,Volkswagen Vento Petrol Highline AT,Volkswagen,Mumbai,Petrol,Automatic,First,1598,103.6,5,14.4,3.35,2011,45000
5187,Hyundai Verna 1.6 SX VTVT AT,Hyundai,Mumbai,Petrol,Automatic,First,1591,121.3,5,15.74,5.5,2014,48656
5188,Hyundai Verna CRDi 1.6 AT SX Plus,Hyundai,Bangalore,Diesel,Automatic,First,1582,126.2,5,22,5.25,2012,79000
5189,Audi A4 2.0 TDI Multitronic,Audi,Bangalore,Diesel,Automatic,First,1968,140,5,16.55,16.25,2012,88000
5190,Maruti SX4 Vxi BSIV,Maruti,Delhi,Petrol,Manual,First,1586,103.3,5,15.5,2.7,2009,92000
5191,Ford Endeavour 2.2 Titanium AT 4X2,Ford,Chennai,Diesel,Automatic,First,2198,158,7,12.62,32.9,2019,9000
5192,Maruti Swift LXI BSIV,Maruti,Coimbatore,Petrol,Manual,First,1197,83.11,5,20.4,3.41,2008,50121
5193,Hyundai Grand i10 CRDi Magna,Hyundai,Hyderabad,Diesel,Manual,First,1120,70,5,24,4.15,2014,79000
5194,Volkswagen Polo 1.5 TDI Highline,Volkswagen,Hyderabad,Diesel,Manual,Second,1498,88.8,5,20.14,5.9,2014,46000
5195,Mercedes-Benz E-Class 230,MercedesBenz,Pune,Petrol,Automatic,First,2496,157.7,5,10,11.5,2012,100000
5196,Hyundai i20 Asta 1.2,Hyundai,Kolkata,Petrol,Manual,First,1197,81.83,5,18.6,4.75,2015,41000
5197,Maruti Alto K10 VXI AGS,Maruti,Chennai,Petrol,Automatic,First,998,67.1,5,24.07,3.5,2015,25000
5198,Maruti Ertiga VDI,Maruti,Pune,Diesel,Manual,First,1248,88.76,7,20.77,7.25,2014,71899
5199,Maruti Celerio VXI AT,Maruti,Mumbai,Petrol,Automatic,First,998,67.04,5,23.1,4.35,2016,7100
5200,Renault KWID Climber 1.0 AMT,Renault,Coimbatore,Petrol,Automatic,Second,999,67,5,22.5,4.99,2018,38171
5201,Mahindra Scorpio SLE BSIV,Mahindra,Bangalore,Diesel,Manual,First,2179,120,8,12.05,7.65,2013,70359
5202,Toyota Innova 2.5 GX (Diesel) 7 Seater BS IV,Toyota,Chennai,Diesel,Manual,First,2494,102,7,12.8,9,2011,200000
5203,Volkswagen Polo Diesel Highline 1.2L,Volkswagen,Chennai,Diesel,Manual,First,1199,73.9,5,22.07,6.9,2017,26969
5204,Ford Figo Diesel ZXI,Ford,Chennai,Diesel,Manual,First,1399,68,5,20,2.9,2011,56500
5205,Nissan Terrano XL Plus 85 PS,Nissan,Kolkata,Diesel,Manual,First,1461,83.8,5,20.45,5.75,2014,40000
5206,Force One LX 4x4,Force,Kolkata,Diesel,Manual,First,2200,139.01,7,17,8,2014,41000
5207,Renault KWID 1.0 RXT Optional AMT,Renault,Kochi,Petrol,Automatic,First,999,67,5,22.5,4.41,2017,53105
5208,Skoda Rapid 1.5 TDI Elegance,Skoda,Mumbai,Diesel,Manual,First,1498,103.52,5,21.14,4.95,2013,23000
5209,Mahindra XUV500 AT W10 FWD,Mahindra,Hyderabad,Diesel,Automatic,First,2179,140,7,16,14.4,2016,80999
5210,Ford Figo Diesel Titanium,Ford,Chennai,Diesel,Manual,First,1399,68.05,5,20,2.95,2012,82000
5211,Mahindra Bolero ZLX,Mahindra,Coimbatore,Diesel,Manual,First,2523,62.1,7,15.96,8.14,2017,68557
5212,Volkswagen Vento 1.5 TDI Highline,Volkswagen,Hyderabad,Diesel,Manual,First,1498,108.5,5,20.64,8.45,2016,34000
5213,Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV,Toyota,Pune,Diesel,Manual,First,2494,100,8,12.99,12.5,2015,77000
5214,Mahindra XUV500 W8 2WD,Mahindra,Mumbai,Diesel,Manual,First,2179,140,7,15.1,6.5,2012,48000
5215,Ford Ecosport 1.5 Ti VCT MT Titanium,Ford,Coimbatore,Petrol,Manual,Second,1499,110,5,15.8,7.72,2015,28232
5216,Volkswagen Jetta 2012-2014 2.0L TDI Highline AT,Volkswagen,Chennai,Diesel,Automatic,First,1968,138.1,5,16.96,8,2011,110000
5217,Tata New Safari DICOR 2.2 VX 4x4,Tata,Chennai,Diesel,Manual,Second,2179,138,7,13.93,3,2009,120000
5218,BMW 3 Series 330d Convertible,BMW,Mumbai,Diesel,Automatic,First,2993,245,4,8.2,29,2013,49000
5219,Volkswagen Polo 1.2 MPI Highline,Volkswagen,Kolkata,Petrol,Manual,First,1198,74,5,16.47,4.11,2014,22000
5220,Hyundai i20 Magna Optional 1.2,Hyundai,Coimbatore,Petrol,Manual,First,1197,82.9,5,18.5,5.37,2015,14925
5221,Maruti Ertiga ZDI,Maruti,Mumbai,Diesel,Manual,First,1248,88.8,7,20.77,6.55,2013,75000
5222,Honda City i VTEC V,Honda,Chennai,Petrol,Manual,First,1497,117.3,5,17.4,7,2015,23000
5223,Honda City 1.5 S MT,Honda,Mumbai,Petrol,Manual,First,1497,118,5,17,5.48,2014,57000
5224,Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,Volkswagen,Kochi,Diesel,Automatic,First,1968,138.03,5,16.96,6.51,2013,76718
5225,Honda Amaze VX i-DTEC,Honda,Pune,Diesel,Manual,First,1498,98.6,5,25.8,5.15,2016,138000
5226,Mahindra XUV500 W8 2WD,Mahindra,Hyderabad,Diesel,Manual,Second,2179,140,7,15.1,9,2013,140000
5227,Toyota Corolla Altis VL,Toyota,Mumbai,Petrol,Automatic,Second,1798,138.1,5,14.53,2.75,2008,110000
5228,Hyundai Santro Xing XL eRLX Euro III,Hyundai,Pune,Petrol,Manual,Second,1086,74,5,17,1.2,2005,126000
5229,BMW 3 Series 320d,BMW,Bangalore,Diesel,Automatic,First,1995,190,5,22.69,12.5,2012,73000
5230,Ford EcoSport 1.5 Diesel Trend,Ford,Kochi,Diesel,Manual,First,1498,98.96,5,23,7.69,2017,63423
5231,Hyundai i20 Asta Optional with Sunroof 1.2,Hyundai,Kochi,Petrol,Manual,First,1197,82.85,5,18.5,4.57,2013,62132
5232,Honda City 1.5 S AT,Honda,Mumbai,Petrol,Automatic,First,1497,118,5,16.8,4.5,2013,51000
5233,Maruti Ritz VDI (ABS) BS IV,Maruti,Hyderabad,Diesel,Manual,First,1248,73.94,5,23.2,4.9,2015,75000
5234,Hyundai i10 Era 1.1,Hyundai,Kolkata,Petrol,Manual,First,1086,68.05,5,19.81,1.65,2008,55410
5235,Chevrolet Sail 1.2 LS,Chevrolet,Mumbai,Petrol,Manual,First,1199,82.4,5,18.2,3.25,2015,41000
5236,Hyundai Verna 1.6 SX CRDi (O),Hyundai,Chennai,Diesel,Manual,First,1582,126.32,5,22.32,6.25,2012,45000
5237,Hyundai Creta 1.6 SX Option,Hyundai,Kochi,Petrol,Manual,First,1591,121.3,5,15.8,12.13,2018,53322
5238,Chevrolet Sail 1.2 LS,Chevrolet,Jaipur,Petrol,Manual,First,1199,82.4,5,18.2,3.25,2013,48000
5239,Audi Q5 2.0 TDI,Audi,Hyderabad,Diesel,Automatic,First,1968,174.3,5,14.16,29,2013,72000
5240,Honda City 1.5 V MT Exclusive,Honda,Kochi,Petrol,Manual,First,1497,118,5,17,5.53,2013,50266
5241,Ford EcoSport 1.5 Petrol Titanium,Ford,Hyderabad,Petrol,Manual,First,1497,121.36,5,17,8.75,2017,21800
5242,Audi Q7 3.0 TDI Quattro Premium Plus,Audi,Bangalore,Diesel,Automatic,Second,2967,241.4,7,12.07,37.9,2014,45000
5243,Hyundai i10 Magna 1.2,Hyundai,Delhi,Petrol,Manual,First,1197,78.9,5,20.36,2.4,2010,62000
5244,Hyundai i20 1.2 Asta,Hyundai,Chennai,Petrol,Manual,First,1197,80,5,17,4.55,2014,41681
5245,Maruti Swift Dzire 1.2 Vxi BSIV,Maruti,Delhi,Petrol,Manual,Second,1197,85.8,5,17.5,2.65,2011,69313
5246,Tata Indica V2 eLX,Tata,Pune,Diesel,Manual,Second,1396,69,5,25,1.6,2017,49000
5247,BMW 5 Series 2010-2013 530d,BMW,Coimbatore,Diesel,Automatic,Second,2993,235,5,16.2,25.72,2012,40471
5248,Maruti Swift VDI,Maruti,Ahmedabad,Diesel,Manual,First,1248,74,5,22.9,4.15,2013,60000
5249,Ford Freestyle Titanium Plus Petrol,Ford,Jaipur,Petrol,Manual,First,1194,94.68,5,19,7.23,2018,1001
5250,Hyundai Verna XXi ABS (Petrol),Hyundai,Bangalore,Petrol,Manual,Second,1599,103.2,5,13.9,2.6,2008,38000
5251,BMW 3 Series 320d Highline,BMW,Mumbai,Diesel,Automatic,Second,1995,181,5,16.07,7.25,2008,66000
5252,Toyota Innova 2.5 G4 Diesel 8-seater,Toyota,Kochi,Diesel,Manual,First,2494,102,8,12.8,14.29,2017,33901
5253,Mercedes-Benz New C-Class C 250 CDI Elegance,MercedesBenz,Hyderabad,Diesel,Automatic,Second,2143,204,5,14.94,17.25,2011,57000
5254,Hyundai Elantra 1.6 SX,Hyundai,Pune,Diesel,Manual,First,1582,126.2,5,22.54,7.5,2013,170000
5255,Maruti Ritz ZDi,Maruti,Hyderabad,Diesel,Manual,First,1248,73.94,5,23.2,4.35,2014,60000
5256,Maruti Vitara Brezza ZDi Plus Dual Tone,Maruti,Pune,Diesel,Manual,First,1248,88.5,5,24.3,8.9,2016,85000
5257,Hyundai Xcent 1.2 Kappa S,Hyundai,Kolkata,Petrol,Manual,Second,1197,82,5,19.1,3.5,2016,146000
5258,Honda City i DTEC V,Honda,Kolkata,Diesel,Manual,First,1498,98.6,5,26,6.1,2014,56002
5259,Renault KWID RXT,Renault,Mumbai,Petrol,Manual,First,799,53.3,5,25.17,3.2,2016,8554
5260,Toyota Etios Cross 1.4L VD,Toyota,Jaipur,Diesel,Manual,First,1364,67.06,5,23.59,4.9,2014,62322
5261,Maruti Alto K10 VXI,Maruti,Kochi,Petrol,Manual,First,998,67.1,5,24.07,3.69,2015,37929
5262,Tata Tiago 1.2 Revotron XM Option,Tata,Chennai,Petrol,Manual,First,1199,84,5,23.84,3.98,2016,5400
5263,Hyundai i20 1.4 CRDi Magna,Hyundai,Kolkata,Diesel,Manual,First,1396,90,5,21.9,2.95,2013,60000
5264,Audi A4 2.0 TDI,Audi,Kochi,Diesel,Automatic,First,1968,147.51,5,16.55,15.21,2014,55730
5265,Maruti Swift VDI,Maruti,Hyderabad,Diesel,Manual,First,1248,74,5,28.4,6.3,2015,62000
5266,Volkswagen Ameo 1.2 MPI Highline,Volkswagen,Kochi,Petrol,Manual,First,1198,73.75,5,17,6.69,2017,14576
5267,Honda BRV i-VTEC V CVT,Honda,Mumbai,Petrol,Automatic,First,1497,117.3,7,16,9.5,2017,17000
5268,Hyundai i20 Asta,Hyundai,Mumbai,Petrol,Manual,First,1197,80,5,17,2.65,2009,28000
5269,Hyundai Santa Fe 4X4,Hyundai,Ahmedabad,Diesel,Manual,First,2199,194.3,7,14.66,7.5,2012,58200
5271,Maruti Celerio ZXI Optional AMT,Maruti,Kochi,Petrol,Automatic,First,998,67.04,5,23.1,5.63,2018,12278
5272,Hyundai Creta 1.6 SX,Hyundai,Coimbatore,Petrol,Manual,First,1591,121.3,5,15.8,11.78,2018,17665
5273,Tata Indica V2 DL BSIII,Tata,Hyderabad,Diesel,Manual,Second,1396,52.8,5,17.88,0.85,2004,200000
5274,Volkswagen Vento Petrol Highline,Volkswagen,Mumbai,Petrol,Manual,First,1598,103.6,5,15.04,3.35,2011,55893
5275,Maruti Celerio VXI,Maruti,Kochi,Petrol,Manual,First,998,67.04,5,23.1,4.11,2015,60586
5276,Mercedes-Benz CLA 200 D Sport Edition,MercedesBenz,Ahmedabad,Diesel,Automatic,First,2143,136,5,17.9,25.51,2015,13500
5277,Maruti Alto 800 LXI,Maruti,Jaipur,Petrol,Manual,First,796,47.3,5,22.74,3.1,2017,30000
5278,Ford Endeavour 3.2 Titanium AT 4X4,Ford,Delhi,Diesel,Automatic,First,3198,197,7,10.91,33.5,2018,12000
5279,Tata Zest Revotron 1.2T XE,Tata,Kolkata,Petrol,Manual,First,1193,88.7,5,17.57,4.8,2017,65000
5280,Volkswagen Vento 1.6 Comfortline,Volkswagen,Kolkata,Petrol,Manual,First,1598,103.5,5,16.09,3.49,2014,38000
5281,Maruti Ertiga ZXI,Maruti,Mumbai,Petrol,Manual,Second,1373,91.1,7,17.5,5.15,2012,25000
5282,Mercedes-Benz M-Class ML 350 CDI Corporate,MercedesBenz,Mumbai,Diesel,Automatic,First,2987,224,5,14,14.41,2011,100000
5283,Volkswagen Polo 1.2 MPI Highline,Volkswagen,Mumbai,Petrol,Manual,First,1199,74,5,16.2,4.75,2014,13710
5284,Toyota Fortuner 4x2 AT,Toyota,Jaipur,Diesel,Automatic,First,2982,168.5,7,12.55,19,2015,100000
5285,Maruti Celerio VXI,Maruti,Hyderabad,Petrol,Manual,First,998,67.04,5,23.1,4.9,2017,17000
5286,BMW 3 Series 320d Corporate Edition,BMW,Chennai,Diesel,Automatic,Second,1995,181,4,16.07,6.3,2008,89000
5287,Honda City ZX VTEC,Honda,Jaipur,Petrol,Manual,Second,1497,100,5,16.9,2.4,2006,100173
5288,Mitsubishi Cedia Sports,Mitsubishi,Pune,Petrol,Manual,First,1999,114,5,13.17,3,2009,97000
5289,Renault Pulse Petrol RxL,Renault,Delhi,Petrol,Manual,First,1198,74.93,5,18.06,4.25,2016,40190
5290,Volkswagen Polo 1.5 TDI Highline,Volkswagen,Hyderabad,Diesel,Manual,First,1498,88,5,20.14,6.3,2016,29647
5291,Maruti Baleno RS Petrol,Maruti,Kochi,Petrol,Manual,First,998,100,5,21.1,8.15,2018,43639
5292,Hyundai i10 Magna,Hyundai,Kochi,Petrol,Manual,First,1197,78.9,5,20.36,3.22,2012,37333
5293,Hyundai i20 1.2 Spotz,Hyundai,Kochi,Petrol,Manual,First,1197,81.83,5,18.6,7.65,2018,48407
5294,BMW Z4 2009-2013 35i,BMW,Delhi,Petrol,Automatic,First,2979,306,2,10.37,30,2011,25000
5295,Hyundai i10 Sportz 1.2,Hyundai,Pune,Petrol,Manual,Second,1197,78.9,5,20.36,2.3,2010,72400
5296,Mini Cooper S Carbon Edition,Mini,Delhi,Petrol,Automatic,First,1598,181,4,13.6,22,2012,18000
5297,Honda Brio V MT,Honda,Pune,Petrol,Manual,First,1198,86.8,5,19.4,3.28,2012,65167
5298,Maruti Ciaz ZXi Option,Maruti,Kochi,Petrol,Manual,First,1373,91.2,5,20.73,7.09,2016,25418
5299,Maruti Swift Dzire ZDi,Maruti,Coimbatore,Diesel,Manual,First,1248,73.9,5,19.3,6.46,2013,38995
5300,Volkswagen Polo Diesel Comfortline 1.2L,Volkswagen,Chennai,Diesel,Manual,First,1199,73.9,5,22.07,4,2012,60000
5301,BMW X1 sDrive20d,BMW,Delhi,Diesel,Automatic,First,1995,184,5,17.05,11,2011,72000
5302,Audi Q7 3.0 TDI Quattro Premium Plus,Audi,Coimbatore,Diesel,Automatic,Second,2967,241.4,7,12.07,49.79,2016,31075
5303,Ford Figo 1.5D Trend MT,Ford,Kolkata,Diesel,Manual,First,1498,99,5,25.83,4.8,2015,4311
5304,BMW 3 Series Luxury Line,BMW,Bangalore,Diesel,Automatic,First,1995,190,5,21.76,35,2017,21000
5305,Mercedes-Benz M-Class ML 350 CDI Corporate,MercedesBenz,Bangalore,Diesel,Automatic,First,2987,224,5,14,21.99,2011,54000
5306,Maruti Wagon R LX BSIII,Maruti,Mumbai,Petrol,Manual,Second,1061,64,5,17.3,1.1,2007,50000
5307,Maruti Baleno Zeta 1.2,Maruti,Delhi,Petrol,Manual,First,1197,83.1,5,21.4,6.6,2018,13000
5308,Maruti Dzire VXI,Maruti,Pune,Petrol,Manual,First,1197,81.8,5,22,4.5,2013,74000
5309,Chevrolet Aveo U-VA 1.2 LT,Chevrolet,Pune,Petrol,Manual,Second,1150,76,5,14.7,1,2009,75000
5310,Volkswagen Polo 1.5 TDI Highline,Volkswagen,Chennai,Diesel,Manual,First,1498,88,5,20.14,6.9,2017,25000
5311,Land Rover Freelander 2 TD4 SE,Land,Hyderabad,Diesel,Automatic,First,2179,115,5,0,16.75,2012,139000
5312,Audi Q5 30 TDI quattro Premium,Audi,Mumbai,Diesel,Automatic,First,1968,174.3,5,14.16,25.49,2015,52000
5313,Audi A6 35 TDI Matrix,Audi,Chennai,Diesel,Automatic,First,1968,187.74,5,18.53,35.5,2015,20000
